id,user_id,product_id,event_type,event_time,category_id,price,user_session,user_agent,ip_address,email,name,year_birth,education,marital_status,income,kidhome,teenhome,user_created_at,age,income_level
0000e2a6-9964-4edd-abf8-828952a3d11e,fe03a3a8-2637-4af1-940e-af53c03f3aec,10,purchase,2025-09-15 09:35:12.443996+00,3,170000.0,session_1757928910974,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,nguyenthaihien235@gmail.com,Nguyễn Thái Hiển,2005.0,Master,Single,,0,0,2025-09-15 09:30:34.379+00,20.0,Unknown
00c4e978-548c-4676-8f7f-b0d7ef6d0cf6,a892dafa-3196-4898-919c-824aff73a005,4,purchase,2025-09-15 09:27:29.818711+00,3,95000.0,session_1757928447513,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,vinhn27045@gmail.com,Nguyễn Chí Vinh,2005.0,Master,Single,,0,0,2025-09-15 09:26:45.629+00,20.0,Unknown
00d601b3-15ac-47b4-97a7-8be83cb96172,f182e7cb-3e12-4d11-8008-9672a4a4e670,8,view,2025-09-15 09:36:32.909669+00,8,200000.0,session_1757928992502,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,nguyenbaoduy@gmail.com,Nguyễn Bảo Duy,2005.0,Master,Single,2000000000.0,0,0,2025-09-15 09:29:00.921+00,20.0,Very High
0118cf74-c6cf-4134-8ae6-c48f0643b7b3,79bebb88-74bd-411c-9c02-0551a742a901,10,view,2025-09-15 09:32:09.863274+00,3,170000.0,session_1757928729442,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,huynhngoclamanh2005@gmail.com,Huỳnh Ngọc Lam Anh,2005.0,Master,Single,,0,0,2025-09-15 09:30:35.151+00,20.0,Unknown
013672bc-f077-432e-84c1-d47cc1ac7809,9e83882a-3ae8-4770-b4c0-4dedfe70290c,11,view,2025-09-15 09:33:48.774697+00,3,145000.0,session_1757928828146,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,cuonglephu250@gmail.com,Lê Phú Cường,2005.0,Master,Single,1000000000.0,1,2,2025-09-15 09:32:19.596+00,20.0,Very High
023385c1-bdaa-4f0e-a304-5f8f7333492b,76054c33-0098-479c-b2a1-2c0e4120e409,1,view,2025-09-15 09:28:28.929204+00,1,150000.0,session_1757928507700,"Mozilla/5.0 (Linux; Android 15; V2247 Build/AP3A.240905.015.A2_NNCS;) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/140.0.7339.51 Mobile Safari/537.36 Zalo android/25081840 ZaloTheme/light ZaloLanguage/vi",,nguyenthihuyennhi2705@gmail.com,Nguyễn Thị Huyền Nhi,2005.0,Master,Single,2000000.0,0,0,2025-09-15 09:27:49.812+00,20.0,Low
024a3a8b-8272-476d-8a52-6ff9ab30ee91,9d832025-ad0a-49c8-beb6-7d0555ed5635,7,view,2025-09-15 09:41:35.91587+00,7,160000.0,session_1757929295615,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_11 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Zalo iOS/674 ZaloTheme/light ZaloLanguage/vn",,anhannh2@gmail.com,Phạm thị trâm anh,2002.0,Graduation,Single,,0,0,2025-09-15 09:40:36.336+00,23.0,Unknown
02aeefce-6f3d-4c0f-abf2-8a511177ffba,8f2696b4-0a20-4fc0-a123-dd6370cc74b5,2,view,2025-09-15 09:33:32.680979+00,1,180000.0,session_1757928812120,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,kien122024@gmail.com,Nguyễn Trung Kiên,2005.0,Master,Single,500000000.0,0,0,2025-09-15 09:32:59.704+00,20.0,Very High
02fec0a8-92f3-45b2-9acd-9c7c5a50dbf7,caa4c9ba-63db-4356-bbd0-4fa38158bdc7,4,view,2025-09-15 09:30:36.41865+00,3,95000.0,session_1757928636085,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Zalo iOS/676 ZaloTheme/light ZaloLanguage/vn",,trongnguyen72311@gmail.com,Nguyễn Trọng Nguyễn,2005.0,Master,Single,,0,0,2025-09-15 09:29:30.945+00,20.0,Unknown
03135f75-0522-4510-bf96-92f281ce22b9,e8056211-b613-4687-90e8-ef3175206e10,5,view,2025-09-05 10:49:52.277659+00,3,110000.0,session_1757069392381,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,long.tran@kyanon.digital,Trần Quang Long,1999.0,Master,Single,1000000000.0,0,0,2025-09-05 10:49:13.196+00,26.0,Very High
